review,label,nle
"capsule: annoyingly unentertaining, obvious and paper- thin buddy/ cop/ drug/ sexy- witness movie. 
 presence of director michael bay shows none of the talent he demonstrated in the rock. 
 i 've seen this movie already, i said, as i looked at the box art. 
 no, i have n't even seen a trailer for the movie; i do n't even know what it 's about, but i can look at the way they 're promoting it, and i know i 've seen it already. 
 i thought: it 's about these two cops. 
 and they 're buddies, sort of. 
 they 're at each other 's throats a lot, but they really do like each other. 
 and everyone else in their department hates them 'cause they 're hot- shots. 
 and they have some kind of diametric opposition in their relationship. 
 and one day they 're in the middle of cop business as usual when they get mixed up in this plot that involves a really sadistic bad guy with lots of henchmen who can never hit anything with the billions of rounds of ammo they are always carrying. 
 and the bad guy is a drug lord. 
 and there 's a witness, and she 's this sexy thing who rubs both of them the wrong way. 
 and their supervisor wants their badges for breakfast when they blow up half the town bringing this guy down. 
 i only missed the bit about the badges. 
 the rest i got dead- on. 
 and i had n't even left the video store yet. 
 the cops in this movie are will smith and martin lawrence, and the bad guy is the immensely underutilized tcheky karyo. 
 smith plays a cop who has a trust fund and is thus not a cop for the money; martin l. 
 is a family man( shades of the now- tired lethal weapon dynamic here) whose wife and he are at total odds. 
 this leads to some strained scenes about lawrence 's"" not getting any"", and some totally unneccesary bits with him skulking around his own house, thinking his partner is now his wife 's"" back door man"". 
 not funny; tiresome. 
 bad boys gets some of its incredibly meager selling points from the presence of will smith and martin lawrence. 
 will smith is a natural, and i 'm happy to see him in movies like six degrees... 
 and men in black. 
 he 's funny and charming without trying to be; he really does seem to be enjoying himself. 
 martin lawrence is a",negative,"The sentiment is negative because the reviewer finds the movie unentertaining, predictable, and tiresome. They criticize the plot, the characters, and the director's work, expressing disappointment and dissatisfaction."
"when i ponder childhood memories past, one of the things that always springs immediately to mind is watching the"" inspector gadget"" tv show with my older brother. 
 truth be told, we were rabid fanatics; our version of cowboys and indians was chasing each other around our coffee table to the theme tune, alternating who would get to be gadget and who would be stuck playing the part of dr. 
 claw, the inspector 's arch nemesis. 
 i was never a biggie on nostalgia, but you just ca n't help but have fond memories of something like that. 
 sometimes i even find myself up at 4 am watching re- runs of my favorite episodes, trying to recapture some of that sense of wonder i felt as a kid. 
 at the very least, i was expecting the new film version of the classic television series to have at least some kind of similar effect on me. 
 despite how horrid a film may be, the simple task of rekindling even a slight feeling of nostalgia is pretty tough to screw up. 
 so back i sat, with minimum expectations of what the movie would deliver( let 's face it; exactly how good can a live- action disney film really be?). 
 i was wise enough to steer clear from the likes of mr. 
 magoo and george of the jungle( two previous disney adaptations), 
 and i wish to god that i had been sharp enough to skip gadget as well 
. 
 rarely has a movie left me with such an utter feeling of emptiness. 
 as everyone else was getting up to exit the screening room after the movie had completed its assault on mankind, i was left sitting there, absolutely speechless and totally dumbfounded at what i had just seen 
. 
 can something this awful 
 truly exist in such an evolved world? 
 right from the beginning, i knew i was in trouble. 
 in the opening scenes, each character is introduced as if their sole purpose is to just be, to simply serve as real- life duplicates of their cartoon clones. 
 when referring to them, people almost yell in fear that the audience will not catch on as to who a certain character is supposed to be("" oh, hi penny! 
 is brain with you?""). creating one- dimensional replicas is one thing; having mere names take the place of them is quite another. 
 the"" plot"", shall we call it, stays fairly in tune with the original series. 
 matthew broderick stars as john brown( how creative is that?)",negative,"The sentiment is negative because the reviewer is disappointed with the film adaptation of a beloved childhood TV show. They criticize the characters, plot, and overall execution of the film, expressing a feeling of emptiness and dissatisfaction after watching it."
"1992 's alien3 marked not only the death( by suicide) of its popular protagonist, ellen ripley( sigourney weaver), but, in many ways, the alien franchise itself -- box office receipts were anemic, thanks to poor audience word of mouth; and the critics who rallied around the first two installments, 1979 's alien and 1986 's aliens, savaged david fincher 's slog of a sendoff( myself included). 
 hence, weaver, director jean- pierre jeunet, and the others behind alien resurrection faced a two- fold challenge -- not only somehow resurrect ripley, but also rescue this once- profitable series from the scrap heap. 
 despite the odds, they have succeeded, even if the entertaining new installment does not measure up to the excellent first two. 
 writer joss whedon devises 
 a quick, easy, and painless answer to the dead ripley problem -- clone her, which is what shady military scientists do using some blood left behind on fiorina 161, the prison planet of the third film. 
 that done, the_ real_ challenge presents itself -- what do with her. 
 alien introduced ripley as smart and resourceful 
; aliens simultaneously toughened her up and made her more vulnerable, exploring her maternal side; alien3 saw her undergoing the seven stages of death. 
 what could be next? 
 whedon comes up with a clever spin: since the original ripley died while impregnated with an alien queen, the blood used for the clone is also"" infected"" with alien dna. 
 so the new ripley is, indeed, new -- a human/ alien hybrid blessed with heightened instincts and strength, 
 a psychic bond with the deadly species, and a more predatory attitude. 
 unfortunately, that is where alien resurrection 's clever streak in writing stops. 
 the alien series is known for having stronger stories than most creature features. 
 but the story in resurrection is more of an afterthought. 
 the movie begins with a plot involving some military types attempting to train aliens to do their bidding, but once the creatures break free, it is once again ripley and a ragtag crew( 
 this time a bunch of interstellar smugglers, including tough waif call, played by a game winona ryder) trying to exterminate them. 
 and the alien ripley scenario is ultimately not exploited to its full potential; i would have liked deeper exploration into the quandary of becoming one of the species she has spent her entire life trying to destroy. 
 while the settling into tried- and- true formula is a little disconcerting, 
 the formula is tried- and- true for",positive,"The sentiment is positive because, despite some criticisms, the reviewer acknowledges the film's success in resurrecting the franchise and the protagonist. They appreciate the clever spin on the protagonist's character and the tried-and-true formula, even though they find the story to be an afterthought."
"it rocks- actually, lots of rocks fly at us or from us, in slow or fast motion, at several points in the film. 
 they seem like dangerous rocks because they kind of twirl through the air instead of just propelling forward, and when they land- once in a while, when we need a break from the space sequences- they cause damage enough to destroy the chrysler building and the like. 
( nary a mention of these apocalyptic events is made after they occur.) 
 they also just might be the most interesting element of armageddon, a steroid user 's answer to deep impact. 
 bruce willis stars as harry stamper, a famed oil- driller commissioned by the white house and nasa to stop a giant asteroid before it travels beyond"" zero barrier"" and destroys our planet. 
 why an oil driller? 
 they require someone experience with deep- core mining to plant a nuclear missile into said asteroid. 
( in one unintentionally(?) hilarious sequence, nasa asks harry to inspect a deep- core driller they built based on his blueprints; it is poorly constructed- harry criticizes almost every aspect of it. 
 we trust nasa to build space shuttles?) 
 harry assembles the obligatory"" ragtag"" bunch of"" cowboys"", including a blond guy, a fat guy, a black guy, a wiseass, and the man who is sleeping with his daughter( affleck). 
 once they reach space, we experience sequence after sequence of something going wrong- 
 perhaps the fact that they sent a bunch of nincompoops into outer space has something to do with it; i can not count the number of times they almost fail the mission on all my fingers and toes. 
 whether or not they save the day, i will not reveal. 
 nor will you care. 
 i will say this: you know you 're in trouble when deep impact dwarfs your asteroid movie in terms of emotion and scope. 
 willis has barely a chance to come alive; ditto for affleck. 
 their big scenes are mostly reserved for the third act, in a last minute- and futile- attempt to inject warmth into the material. 
 steve buscemi 's character- the wiseass- is exceptionally problematic. 
"" rockhound"", as he 's called, is sarcastic and foolish, so they tape him to a chair, where he spends most of the film. 
 so why did they bring him up there to begin with? 
 rather, why write him into the film? 
 -give his almost- witty one- liners to serious willis",negative,"The sentiment is negative because the reviewer criticizes the plot, characters, and overall execution of the film. They find the movie uninteresting and lacking in emotion, and express disappointment in the performances of the actors."
"vampire films, as well as other horror films, are usually dumb and predictable b- movies, meant to scare us by cliches and simple shocks. 
 it is therefore interesting to watch neil jordans 
 recent film that is not only visually stunning, but has also a plot worth making movies about. 
 based on anne rice 's novel,"" interview with a vampire"" is a long, dark trip to hell. 
 the film opens with gothic quire and dark streets of present- day san francisco. 
 the camera slowly find particular window. 
 a shape of a young man is visible in the darkness. 
"" 
 so you want me to tell you the story of my life?"". 
 the mysterious man is louis( brad pitt), a two- century old vampire, telling his story to a fascinated interviewer( christian slater). 
 his tale opens in 1791 louisiana, just south of new orleans, where louis falls victim to the vampire lestat( tom cruise). 
 given a choice between death and eternal life as one of the undead, louis chooses the latter, a decision he will forever regret. 
 everlasting life and eternal youth, promised to him by lestat, turn instead into never ending suffering, damned to eternal hunger for blood and longing for peace. 
 louis can not kill with the impunity of lestat, but, to sate his hunger, he must feed, and the blood of animals is not enough. 
 eventually, he pierces the neck of a grief- stricken young girl named claudia( kirsten dunst), whom lestat then curses with his unholy form of resurrection so that she can be a surrogate daughter to both himself and louis. 
 for a while, they are one"" big, happy family. 
"" 
 but all things end, and claudia 's growing resentment of lestat fuels a bloody confrontation. 
 when luis and claudia break loose from lestat, they travel to paris, where the euro- vamps santiago( stephen rea) and armand( antonio banderas), who introduced them to a bigger world of the damned. 
 director neil jordan("" the crying game"") together with the talented director of cinematography philippe rousselot and composer elliot goldenthal has created an incredible atmosphere. 
 as the film begins, there is an incredible palette of colors, beautiful sunrises, lush golden fields, green forests, inky- blue clouds and blending sun. 
 when luis is"" born to darkness"", everything suddenly changes to dark velvet, lit only by the silver moonlight. 
 the beautiful production design by dante ferretti,",positive,"The review is positive because the reviewer appreciates the plot of the movie and praises the visual effects, the atmosphere created by the director, and the performances of the actors. The reviewer also finds the movie interesting and different from typical horror films."
"hedwig and the angry inch( 2001) john cameron mitchell, miriam shor, stephen trask, michael pitt, theodore liscinski, michael aronov, andrea martin, maurice dean wint, ben mayer- goodman. 
 animation by emily hubley. 
 adapted from the stage play by john cameron mitchell and stephen trask. 
 music and lyrics by stephn trask. 
 written and directed by john cameron mitchell. 
 91 minutes. 
 rated r, stars) 
 had"" hedwig and the angry inch"" came out in the' 70s, right after david bowie 's"" ziggy stardust,"" it likely would now be regarded as one of the most popular rock musicals of all time. 
 released in the 500 channel, sensory overload world of 2001, however, the big screen adaptation of the acclaimed off- broadway musical must do battle with countless other productions clamoring for attention. 
 i almost missed it. 
 every august, the major studios try to squeeze the last few dollars out of summer moviegoers by dumping all of their shakier offerings on the marketplace at once. 
 i was so busy trying to keep up with national releases like"" summer catch"" and"" bubble boy"" that i passed over any independent film that looked like it would only have a short local run. 
 but an e- mail from a reader asking why i had n't reviewed the movie prompted me to make a late evening trip to the theater. 
 thank goodness for readers like him. 
"" 
 hedwig and the angry inch"" is a gender- bending glam- rock spectacular packed with great songs. 
 stylistically, the hook- laden tunes are reminiscent of bowie,"" bat out of hell"" era meatloaf and"" the rocky horror show,"" without ever seeming like imitations. 
 as with"" tommy,"""" hedwig"" tells a story of isolation, pain and defiance, but without the bloated feel of that beloved, but overrated rock opera. 
 writer- director- star john cameron mitchell and composer- lyricist stephen trask have cooked up a real winner. 
 mitchell stars as hedwig, a singer from east berlin touring a chain of u. s. coffee shops with her pan- slavic band, the angry inch. 
 while the patrons of the run- down restaurants look on in shock, and sometimes horror, hedwig boldly tells the sad story of her life in song. 
 she was once a boy named hansel( ben mayer- goodman), living with his mother( alberta watson) and listening to rock and roll on american armed forces radio. 
 life is an exercise in",positive,"The review is positive because the reviewer praises the movie for its great songs, the performances of the actors, and the story. The reviewer also appreciates the movie's style and the fact that it doesn't feel like an imitation of other works."
" 
 i 've been told by several people,' you 're old fashioned. 
 you want to do everything by hand,'"" topiary gardener george mendonca complains, defending his continued resort to hand shears in trimming his intricately privet- sculpted animal creations. 
"" 
 this is the only way you can do it and do it right."" snip, snip. 
"" 
 some people believe that we are gon na replace ourselves by building these machines, and that may be,"" muses mit robot scientist rodney brooks, who builds robots that run on instinct. 
"" 
 there may not be a place for humans in the future, if we 're really successful."" 
"" you feel that there 's a and looking directly into errol morris 's camera. 
"" 
 i know you are. 
 you know i am. 
"" in some ways the slickest film yet from nonfiction auteur morris( the thin blue line, a brief history of time), fast, cheap& out of control is reportage of the highest order. 
 journalism students should dream of making connections like these. 
 cross- cutting among interviews and filmed segments, morris traces the lives of four disparate professionals who seem to share nothing but an immersion in their work, and then threads them around one another in an intricate quadruple helix. 
 the fun is settling into your theater seat and wondering just what the hell one story can possibly have to do with the other. 
 what morris manages is something akin to an intellectual magic trick, an interrogative sleight of hand. 
 one of the things that feels different about an errol morris documentary -- besides the always- striking visuals -- is the interview style, where subjects seem to look directly at the viewer. 
 weary of pressing his cheek against the camera lens to get this effect during conversations, morris developed an elaborate double- camera gadget he calls, half- jokingly, the interrotron. through a rig that uses a pair of teleprompters to project video images of the interviewer for the subject and vice versa, these folks talk, startlingly, right to the camera -- to the video image of morris, and by extension to the audience. 
 the gardener wonders whether, after his death, anyone will be interested in maintaining the garden that he 's devoted half his life to tending. 
 the robot scientist is more than a little pleased to note that his creations may be primal examples of what an insect or even an animal is -- a complicated set of sensory receptors. 
 the mole rat specialist is delighted to catalog the ways in which these",positive,"The review is positive because the reviewer appreciates the connections made in the film, the interview style, and the visuals. The reviewer also finds the film intriguing and praises the director's work."
"well, i 'll admit when i first heard about this film( which was before dante 's peak) i could just smell what' twister' had started. 
 so now it seems that we 're in a full fledged return to the' 70 's disaster film era. 
 with' twister',' dante 's peak',' volcano' and soon' flood' and james cameron 's extremly expensive' titanic' i 'll say first off 
 i enjoyed' volcano' much more than i did' dantes peak'. 
 part of that is just being biased as 
 i usually enjoy anything that tommy lee jones appears in. 
 i 've been reading a lot about the movie being' cheezy' or' hokey' and really did n't see or think that once during the entire film. 
 i get bored easily and this film did n't bore me for a minute. 
 another thing, and boy am i bitching today! 
, that bothers me is when critics and such go on about 
"" well that s not really possible. 
"" 
 you know what? 
 i could n't give a bloody damn if it 's possible or not, really i could n't. 
 it 's a freaking movie and i do n't want reality thrown in my face. 
 i want to be able to see the impossible, the all might"" what if"" to many reviewers have seen one to many movies! 
 the special effects are the second star to this feature. 
 they are so amazing that i found it hard sometimes to believe they were indeed fx 
 and la was was not burning to the ground. 
 they did an incredible job and come oscar time( if they remember) some notice better be thrown there way. 
",positive,The review is positive because the reviewer enjoys the movie and finds it entertaining. The reviewer also praises the special effects and the performance of Tommy Lee Jones. The reviewer also appreciates the movie's ability to show the impossible.
" 
 i would appreciate it if you did n't do that again. 
"" starring jet li, bridget fonda, tch? 
 ky karyo 
, burt kwouk. 
 directed by chris nahon. 
 rated r. 
 it 's no secret that martial arts film often use their plot simply to get from one action sequence to another. 
 when the fight scenes are enough to justify paying admission, there is no problem with this, as in most jackie chan projects and a lot of the hong kong actioners. 
 when they are n't, well, we 're in bad shape. 
 kiss of the dragon, jet li 's second consecutive american misfire, plays like one big miscalculation, and fails even as the most rudimentary entertainment. 
 now before i start getting e- mails angrily touting the genius of jet li, let me explain myself. 
 li is as spectacular as ever here, and i do n't think anyone would ever dare call his martial- arts- star skills into question. 
 the problem is n't with him, it 's with the movie 's tone. 
 the much touted fight- scenes here are filmed with such unflinching, unrelenting brutality that they are unpleasant to watch. 
 they 're joyless, perfuctory; li 's rogue chinese detective is more of a killing machine than a hero, a terminator with a black belt instead of a metal skeleton. 
 but even the terminator in judgement day had a sympathetic side. 
 the plot is n't relevant, but if you 're curious, 
 it 's some nonsense about a chinese law enforcement officer( li) sent to paris to investigate a possible drug ring and encounter a corrupt chief of police( tcheky karyo), who kills people and does sinister things with no motivation whatsoever. 
 oh yeah, 
 and li 's character is also an acupuncture expert who is able to ease pain and/or kill at the touch of a needle. 
"" kiss of the dragon"" is the name of an acupuncture maneuver, in which you stick a needle in a precise location on the back of the victim 's neck, somehow redirecting all of the body 's bloodflow to the brain and killing the poor sap more or less immediately. 
 there 's a vague attempt to humanize li by having him fall in love with a downtrodden prostitute, whose daughter is being held hostage, for some reason, by the villain. 
 this is one of the worst love stories i have ever seen on screen, even worse than the one in pearl harbor. 
 there 's no conviction whatsoever as the movie barely pays lip service to it;",negative,"The review is negative because the reviewer criticizes the movie's plot, tone, and fight scenes. The reviewer also mentions that the movie fails as entertainment and the love story is one of the worst they have seen."
"here 's something to chew on: what 's the favorite food of big, cheesy- looking special effects monsters 
 like the one lurking in the bowels of a luxury liner in deep rising? 
 the obvious answer to this question is cardboard, because that 's the depth of the most fully- developed character in this painfully generic creature feature. 
 deep rising demonstrates all the originality and vitality of something scripted by a computer. 
 in fact, considering the rigid adherence to the expected formulas, perhaps it was. 
 the most astonishing thing about deep rising is the exceptionally high level of gore. 
 not since starship troopers have this many chunks of flesh( both human and non- human) been scattered in all directions. 
 we learn some bloody trivia, as well, such as how a sea monster spraypaints in red( it drinks a human being then spits out the liquefied remains) and what it does with half- digested leftovers. 
 i suppose deep rising 's gallery of grotesque images represents fun stuff for those who love the macabre, but it does n't do much for me. 
 on the surface, and that 's about the only level at which this film can be analyzed, deep rising feels like tremors grafted onto titanic( everyone else is citing the equally valid aliens/ titanic connection, since james cameron directed both). 
 in going for the big disaster angle of titanic and the tongue- in- cheek mayhem of tremors, deep rising somehow misses both marks by a wide margin. 
 the film is not humorous, tense, or exciting. 
 in fact, it 's downright boring, and, despite being half the length of cameron 's current box- office champ, deep rising feels like the longer movie. 
 is it really necessary to say anything about the plot? 
 probably not, since it 's easy to guess, 
 but i 'll go ahead and oblige anyone who wants a synopsis. 
 the film opens by introducing us to a gang of bad guys on board a mercenary ship. 
 in addition to the usual cast of psychopaths and lunatics, there 's finnegan( treat williams), the boat 's pilot, who 's supposed to be an indiana jones knockoff; joey( kevin 
 j. 
 o'connor), the inept sidekick who 's supposed to be lovable and funny( but is really just irritating); and hanover( wes studi), the"" mastermind""( and i use that term lightly) of the operation. 
 their goal: attack a cruise ship, clean out the safe, then sink it using some illegally- acquired",negative,"The review is negative because the reviewer criticizes the movie's lack of originality, character development, and adherence to expected formulas. The reviewer also mentions that the movie is not humorous, tense, or exciting, and is downright boring."
"seen at the 21st portland international film festival film title: supermarket woman director: juzo itami country: japan 1997 cinematography: yonezo maeda music: toshiyuki honda cast: 
 nobuko miyamoto, masahitko tsugawa, shiro ito, yuji miyake, 
 akiko matsumoto super features: typical itami film... 
 funny and pointed in its own way. 
 if you do n't care how and what the food you buy goes through in your local supermarket, then this film is not for you.... 
 maybe it is better to ignore it, as this strong and biting satire, as only juzo itami can deliver, will give you an insight as to what some foods go through. having, in the past, made films that pulled every punch imaginable, from the family traditions( the funeral), to taxes( a taxing woman& a taxing woman returns), to the diabolical gangsters( minbo), to hospitals( the seriously ill), juzo itami, this time takes on the supermarkets' own war, to get the consumers. and while this film has its funny side, in the crazy situations that it creates, it also shows another side, which is very much the attitude of a corporate structure that is more concerned with its profits than it is with any customer. 
 goro has a supermarket. 
 and a competitor comes into the neighborhood, trying to take him out of business by providing less expensive prices for everything that is sold in the supermarket. 
 bargains galore, its name, has in mind the closure of goro 's humbler venue, so that in the end it can mark up its prices in any way it can. 
 goro hires hanako, a housewife whose talents seem to be better suited to management, than they are in anything else. 
 hanako, as she gets familiar with the operation, discovers many of the tricks of the trade, done by many of the elders in charge of each section of the market. 
 and the procedures, are not always"" fresh"" food, but a new packaging and a new date, to try and convince the customers that quality is on the shelves. 
 hanako 's ideas take hold, starting with a few of the women that work in the supermarket, being that they do not even shop there at all. 
 and hanako discovers along the way that a few giveaways here and there make a bit of a difference. 
 if not cause some serious problems in the running of the store. 
 a price error, forces them to give away eggs for very low prices, and causes the store",positive,"The review is positive because the reviewer appreciates the film's humor and pointed satire. The reviewer also praises the film's portrayal of corporate structures and the tricks of the trade in supermarkets, and finds the situations created by the film funny."
"there have been merchant- ivory costume dramas with more of a pulse than"" the mod squad, 
"" a self- consciously"" hip"" cinematic rendering of the old tv series still looked upon fondly by so many baby- boomers. 
 well, said"" squad"" certainly wo n't be a pleasant viewing experience for them or anybody else, maybe even the teen target audience the movie has been geared towards. 
 a contemporary take on this decidedly' 70s show does n't exactly seem unwarranted, but one wonders if the mold it accumulated while waiting on the shelf did n't transform into a full- blown case of botulism. 
 how curious that the film begins by defining both mod and squad, insisting that the latter is a group of people working together and then contradicting this definition by keeping its titular trio apart for a sizeable chunk of the running time. 
 they are julie, pete and linc, reformed delinquents working undercover for the lapd( exposition put out of the way so fast that you 're likely to be lost from the opening moments on), and they are respectively played by claire danes, giovanni ribisi and omar epps, talented actors each deserving of better than this. 
 their plight involves standard cop- corruption stuff, as our would- be protagonists catch wind of an internal cover- up after their superior( reliable dennis farina, one of the best things here and gone so quickly) gets killed and framed for drug trafficking. 
 they pout a lot and eventually get cracking to expose this convoluted conspiracy using surveillance tactics that would impress the hardy boys and linda tripp but few others. 
 when you 're supposed to be asking,"" what 's going to happen next?"", you 'll instead entertain thoughts like"" who are these people and why should i care? 
"" or"" are n't thrillers supposed to contain thrills? 
"" not that danes, epps and ribisi do n't give it a shot. 
 danes can do the troubled teen thing in her sleep, as evidenced by"" my so- called life,"" but she 's saddled with a mysterious- boyfriend( josh brolin) 
 subplot so see- through you begin to seriously question her so- called intelligence 
. 
 ditto for ribisi 's("" saving private ryan"") 
 looney loose cannon, though at least he performs with a wild- and- crazy vigor that occasionally demands attention. 
 but epps- poor epps. 
 epps("" higher learning"") is so short- changed he 's reduced to literally waiting around for a bad guy to chase him. 
 all",negative,"The review is negative because the reviewer criticizes the movie's plot, character development, and lack of thrills. The reviewer also mentions that the movie fails to engage the audience and the actors deserve better than this."
"scarface, a remake of the 1932 film of the same name, is a very gripping and, as far as i know, a true- to- life story of how power and violence lead to corruption. 
 al pacino, as tony montana( for whom the movie is named), also provides a brilliant performance as a cuban refugee who comes to america with less than nothing and becomes one of the most highly respected and feared drug lords in miami. 
 oliver stone also penned the screenplay in one of his earlier writing roles. 
 the film begins by disclosing the story of now fidel castro ordered thousands of cubans to set sail and head for the coasts of the united states. 
 many of these cubans had criminal records, such as tony montana, a cocky, fast- talking man who has the look of crime. 
 nearly right after his arrival in miami, tony is thrust into the gangster life when he participates in a cocaine buy that goes awry. 
 along with his friend and partner, manolo( steven bauer), tony rises in the gangster ranks when he forms a friendship with frank lopez( robert loggia), a high- roller in the organized crime field. 
 tony also begins to fall in love with elvira( michelle pfeiffer), who at the time was frank 's lover. 
 of course, sooner or later in this industry, betrayal and corruption amount into a force greater than anything else, and tony is one of the ones who fall victim to this force. 
 this is not before he becomes one of the most respected, and often feared, men in miami. 
 tony gets to the point where he can not trust anyone, and everyone he knows basically feels the same way towards him. 
 no one can trust him, and basically, no one does. 
 scarface, although incredibly violent, is one of the best crime films of its time and stands out as another great performance for al pacino. 
 although he did not receive any recognition from the academy for his performance, it truly is a very good one. 
 in fact, his accent and facial movements alone are enough in my mind to win at least a nomination( although he did get a golden globe nomination). 
 another element that stands out when someone mentions this film is the profanity. 
 a figure tagged to the film boasts that the word"" fuck"" and it 's uses are uttered 206 times throughout the film, which is apparently a record. 
 the thing is, the vulgarity fits rather well with the movie. 
 as odd as",positive,"The review is positive because the reviewer praises the movie ""Scarface"" for its gripping and true-to-life story, brilliant performance by Al Pacino, and the screenplay by Oliver Stone. The reviewer also appreciates the film's depiction of the rise and fall of a drug lord, and the fitting use of profanity in the movie."
"for better or worse, the appearance of basic instinct in the movie marketplace gave the greenlight to a whole slew of overheated, oversexed, underwritten thrillers. 
 apparently not having joe eszterhas as the writer does n't change a thing, since body of evidence was n't written by him, but has a puzzling eszterhas- ish presence all over it. 
 in other words, it 's a) really dirty and b) 
 really, really stupid. 
 madonna( first warning sign) stars in body of evidence as a woman who has piles of money and no apparent job 
; she lives on a houseboat and likes to parade around semi- naked, presumably for the edification of the shrimp. 
 she 's been accused of having murdered an older man who was her lover. 
 already two classic examples of hollywood sexism are in effect -- the first being that any woman in a movie can not be sexual unless she 's under thirty( or at least looks it), and that they usually only exist for the sake of studs or filthy rich older men. 
 what 's worse is that the movie confirms all the above, and wallows in them as well. 
 madonna 's character is accused of forcing sex on the old goat when she knew darned well he had a heart condition. 
( and yes, there are the obligatory cracks from the cops about how at least he died happy. 
 this movie leave no scummy stone unturned.) 
 anyway. 
 willem dafoe( very good but completely wasted) also stars as the lawyer who is doomed to run afoul of madonna 's sexuality. 
 how do we know this? 
 because his character is set up with the token wife and kids. 
 how obvious is it that he 's gon na cheat on her and have to fess everything up? 
 and get kicked out of the house? 
 and get welcomed back anyway? 
 do n't skip to the end yet 
; we 're just getting warmed up. 
 dafoe and madonna have a lot of sex in this movie. 
 most of it is about as erotic as open- heart surgery, since it involves such goodies as hot candlewax( always the kink of choice among screenwriters who do n't know the first thing about* really* kinky sex) and smashed light bulbs. 
 do n't ask. 
 another thing that people are starting to realize about explicit sex in movies is that unless it is critically important to the story, it 's insanely dull. 
 what 's worse is that body of evidence is dull* everywhere 
*, not just in the",negative,"The review is negative because the reviewer criticizes the movie ""Body of Evidence"" for being dirty, stupid, and sexist. The reviewer also disapproves of the explicit sex scenes, which they find dull and unnecessary, and the predictable plot. They also express disappointment in the waste of Willem Dafoe's talent in the movie."
"full metal jacket, very much like every other hard- hitting film about the vietnam war, is an shocking, emotional depiction of the war that effected almost everyone in america. 
 this film is more like platoon than any other in the way that it chronicles the struggles of a young man( private joker, played by matthew modine) during his tour in the vietnam war. 
 however, full metal jacket gives the audience an insight into combat life very rarely seen before: boot camp. 
 these sequences are considered to be the best part in this three act film, even though i found the later portions to be equally stunning. 
 as in platoon, full metal jacket gets off to a quick start. 
 the opening sequence is the initiation for the recruits, which is getting their heads shaved. 
 from there, they find themselves standing at attention and receiving their orders from the extremely hard and punishing sergeant hartman, played extremely well by the former drill instructor r. 
 lee ermey. 
 apparently, the solution was found for the perfect man to play a drill instructor in the movies, because ermey depicts his character extremely well and will make you thank whomever that you were never subjected to such horrible situations. 
 private joker gets off on the wrong foot with the sergeant, as does the large bodied private leonard lawrence( vincent d'onofrio), whom is dubbed' gomer pyle' by sgt. hartman. 
 the film is continually narrated by private joker, in which he explains his visions on what is going on. 
 the entire corps, although repeatedly hammered by sgt. 
 hartman, continues on. 
 private pyle, however, seems to be the rag doll for the drill instructor. 
 he continually absorbs the worst punishment and humiliation, and it basically does not stop. 
 that is, until sgt. 
 hartman comes up with a new plan. 
 he will punish the rest of the soon- to- be- marines for pyle 's goof- ups, even after joker was assigned to help him out in the best way he can. 
 pyle then receives punishment from his fellow recruits, and things take a turn for the worst. 
 pyle proves that not everyone is emotionally, physically, and mentally cut out for the life of a marine. 
 after graduation, joker is sent over to the height of the action in order to document the war, which is his service. 
 he is not a member of the infantry, and it is unclear if he will ever actually find himself in combat. 
 when he sets out on a documenting",positive,"The review is positive because the reviewer appreciates the movie ""Full Metal Jacket"" for its shocking and emotional depiction of the Vietnam War. The reviewer praises the film for its unique insight into combat life, particularly boot camp, and the performances of the actors, especially R. Lee Ermey as the drill instructor."
