review,label,nle
"at first glance, daylight would seem like your typical disaster movie. 
 on second glance it looks that way too. 
 although, as typical disaster movies go, daylight is n't that bad. 
 admittedly, it seems to rip off a great deal of its plot devices from disaster flicks of days gone by( think poseidon adventure). 
 but the decent dialogue and surprisingly good acting make up for the"" have n't i seen this scene somewhere before? 
"" feeling that creeps up all too often during the film. 
 sylvester stallone stars as the recently fired head of new york 's emergency response team. 
 by sheer luck, he is in the right place at the right time when disaster strikes the unaware inhabitants of this little film. 
"" 
 what disaster is that? 
"" 
 you ask, as you inch ever closer to the edge of your seat. 
 glad you asked. 
 through a whole sequence of entirely probable events( about as probable as hitting the lottery) a large explosion takes place in the lincoln tunnel running under the hudson river in new york city. 
 the explosion results in the tunnel collapsing at both ends, which causes not only massive loss of life, but traps a dozen people inside the wreckage of the tunnel. 
 good old sly, who is only feet away from entering the tunnel when it collapses, offers his services to the rescuers, who gladly accept it. 
 sly then enters the tunnel through a vent shaft( think judge dredd) which he can only go in, and not out off, and proceeds to try to rescue those trapped inside. 
 so begins the fun, but the fun has to be quick, because this tunnel has started to spring a leak. 
 the acting is about what you would expect of a stallone movie. 
 not superb by any means, but far above some of his other films 
( think judge dredd again). 
 daylight 's acting is probably average, or a little above, in terms of this sort of genre, starring this particular star.",positive,"The review is positive because, despite acknowledging the film's lack of originality, the reviewer appreciates its dialogue and acting. The reviewer also finds the film's disaster scenario entertaining and praises Sylvester Stallone's performance."
"bob the happy bastard 's quickie review: i must admit, no doubt 's single"" new"" is quite catchy. 
 it was bouncy and energetic enough to get me to go see this new film from director doug limon, the man who had brought us the humorous swingers a little while back. 
 the result? 
 a movie that 's just as good 
 as that song, really. 
 it follows the lives of several individuals over the course of one weekend. 
 first we hear about a grocery bagger( sara polley) who runs into a monetary situation problem and ends up selling bogus drugs at a rave( with bad results, as a drug dealer feels he 's been swindled by her) 
; then comes the story of an english grocery store worker( same store) who heads to vegas for the weekend with friends, where sex, gunplay, and stolen car trouble come into play; then we see the story of two gay movie actors( played by scott wolf and jay mohr) who deal with a cop 's strange insurance presentation and hitting a girl( sara) with their car; and, finally, we come to another grocery worker( katie holmes) who has a strange fascination with said drug dealer( the one mentioned earlier). 
 really, it 's all confusing to keep track of in review format 
, your best bet is to just, well, go. 
 the movie features some very good acting from all angles, and limon adds the same humorous energy he had with swingers to this particular product. 
 the dialogue is pretty snappy and the resolution is pretty well realized, not going for the sappy happy ending nor the dreaded bad ending. 
 think of it as a, well, ending. 
 the intertwining of stories is a particularly good element to the movie, as it 's never really confusing and tells different sides of the story, like sliding doors kinda did. 
 however, it 's better suited for the younger generation who want a little spice in their flicks, which sliding doors kinda is n't. 
",positive,"The review is positive because the reviewer praises the movie for its catchy music, good acting, snappy dialogue, and well-realized resolution. The reviewer also appreciates the intertwining of stories and the humorous energy of the director."
"it was a rainy friday afternoon in columbus when i persuaded a friend to see a matinee performance of mst3k: tm. 
 he had never seen any episodes of the show, and i have watched a scant few, due to its unsocial airtime on comedy central and the uneven nature of many of the episodes. 
 for those of you not familiar with the premise, dr clayton forrester( beaulieu) wishes to take over the world by finding the worst film ever made and unleashing it upon an unsuspecting public. 
 to achieve this, he( in the words of the tv series' theme, which is missing in the movie)"" bumped[ mike nelson( nelson)] on the noggin and then shot him into space"", and is monitoring nelson 's reactions to the movies he is forced to endure. rather than succumb to the sheer awfulness of many of the movies, nelson spends his time making wisecracks with the help of his two robot companions, tom servo and crow t. robot. 
 the format of the show consists of nelson, servo and crow making their comments while silhouetted against the movie being watched, and breaks every 20 minutes or so for segments set on the satellite of love, the ship on which our heroes are marooned. 
 only two things are different in the movie: the absence of forrester 's sidekick, tv 's frank, and the slower pace of the jokes. 
 this latter change is presumably deliberate to avoid the viewing audience missing some of the best lines while laughing from the previous joke. 
 for their big screen outing, the producers have chosen"" this island earth"", a 1954 classic, and one of the first sf films to have a special effects budget larger than the average grocery bill. 
 unfortunately for that film( but making it ideal mst3k fodder), acting and dialogue appear to have taken a back seat to the effects which, by today 's standards, are less than impressive. 
 nelson& co. 
 make jokes about everything from japan 's dominance in the world market, to star trek, to",positive,"The review is positive because the reviewer appreciates the premise of the movie, the pace of the jokes, and the choice of the film for the big screen outing. The reviewer also mentions the good lines and the humor in the movie."
"probably the most popular and praised film of all time, turned out to be a primitive and predictable costume drama with a dose of social criticism. 
 everyone knows about the greatest and most famous shipping disaster of all time. 
 and the actual catastrophe is masterfully crafted by director james cameron, combining visual -and sound effects, he re- creates the frightening atmosphere of the sinking ship in the middle of nowhere. 
 i liked very much 
 the emotional and brutal contrast between the first and the third classes. 
 while their cabin is slowly filling up with water, a mother is telling her children a fairytail --"". 
. 
 and they lived happily ever after.. 
"" 
. 
 and then the ship goes down 
 and the few survivors are left alone under the stars and the chilling air. 
 however, the actual disaster is happening almost at the end of the movie, while the first two hours are just beautiful sets and bad dialogues. 
 in the present day, the rms titanic is explored by brock lovett( bill paxton), a treasure seeker looking for the coeur de la mer diamond, lost during the sinking. 
 somewhere inside the ship, lovett 's crew discover a sketchbook of an artist long dead. 
 here, in the shape of a nude young lady, is a window into the distant age of 1912. 
 lovett is extremely surprised when he get 's a phone call from rose dawson, claiming that she is a model. 
 she is immediately helicoptered onto the vessel, and she gets the first glimpse of the fated ship in 80 years. 
 as the memories come flooding back, she once again becomes rose dewitt buketer( kate winslet), the fianc? 
 e of wealthy cal hockley( billy zane) and daughter of ruth dewitt bukater( frances fisher). 
 on board there are rich and poor, everyone trust in the ship 's designer( jonathan hyde) and her master, captain e. 
 j. 
 smith( bernard hill). 
 on board the ship, rose, unhappy and",positive,"The review is positive because the reviewer praises the director for masterfully crafting the catastrophe and creating a frightening atmosphere. The reviewer also appreciates the emotional and brutal contrast between the first and third classes, and the storytelling."
"synopsis: the president of a company wants to test his self- appointed successor, who 's psychotic, and thinks it 's a great idea to spend a week with him and their wives in an isolated cabin a hundred miles from civilization with no dependable transportation or means of communication after a heavy snowfall. 
 comments: tracks of a killer had a couple of strikes against it before i even began watching it. 
 strike one was the fact that someone had scrawled the word garbage on the videotape 's sticker in black marker 
( not typically a good sign when you rent a film). 
 strike two came while the previews played. 
 did you ever get a sinking premonition about a movie 's quality( or lack thereof) while watching the trailers that come before it? 
 well, the cheesy films being advertised before tracks of a killer were films that no one has ever heard of starring people no one knows, and they all looked bad( definately not a good sign). 
 tracks of a killer itself completed the strikeout. 
 about the only positive thing this film had going for it was the fact that it sports some nice scenery. 
 to be fair, the first half- hour or so promises at least a watchable thriller. 
 wolf larson, who bears more than a passing resemblance to hugh grant, adequately plays the underling obviously set up as the killer of the film 's title. 
 james brolin and kelly lebrock seem equally adequate as the loving couple larson will later threaten. 
 brolin 's character, for some inexplicable reason, thinks its a great idea to spend some time in a cabin, practically isolated, with lebrock and larson, whom he 's decided to test for the week before giving him full control of his company. 
 by the time the characters arrive at the cabin, this film begins to become tedious. 
 apparently, brolin 's successor 's test involves chopping wood for the fireplace and skiing, which do n't seem like attributes necessary to run a business in the city. 
 but, then again, what do i know",negative,"The review is negative because the reviewer criticizes the movie for its lack of substance, tediousness, and poor editing. The reviewer also mentions that the movie is not fun and lacks the necessary attributes to run a business in the city."
"no, i did not read the novel by thomas hardy,"" jude the obscure,"" his final novel( final because this film created such an outrage that he never wrote again- 
 see 
: i did do some research on it) about a man who is plagued with bad luck throughout his entire life. 
 but, after watching the movie, i can imagine how incredibly depressing it is. 
"" jude"" is a satirical film from start to finish about society 's way of spitting out and chewing up those unwanted in its system, but 
 what 's remarkable is how timeless this film is. 
 the film takes place in the late 19th century( or early 20th- was n't really sure), but its story could even be retold today in modern form, although it 'd be kinda different( a given). 
 it tells the story of jude( christopher eccleston- the psychotic accountant from"" shallow grave"")- a simple, dim- witted young man with big dreams. 
 in its bleak, foreboding opening, shot in grainy black and white, he gets a lesson from phillotson( liam cunningham), his teacher: as they stand upon a mountain, looking upon a city in the distance, he says all you have to do is work hard and you can have anything in the world. 
 after marrying and divorcing an immature woman named arabella( rachel griffiths) because they frolicked in the hay( literally) but did not ultimately share anything in common, he moves away to a town with a giant university, with a chance to learn more, and get ahead in life. 
 taking a welding job, he works hard while studying constantly for his college bars, reciting latin over and over again, and training himself. 
 but when he sends his application for the school in, he is bluntly told to just remain a worker. 
 another reason for going to this town was because someone in his family lives there: sue( kate winslet), his cousin and a very intelligent but kinda mischevious young woman who",positive,"The review is positive because the reviewer appreciates the timeless nature of the film, the story, and the acting. The reviewer also praises the film for its satirical take on society and its ability to be retold in a modern form."
"kolya is one of the richest films i 've seen in some time. 
 zdenek sverak plays a confirmed old bachelor( who 's likely to remain so), who finds his life as a czech cellist increasingly impacted by the five- year old boy that he 's taking care of. 
 though it ends rather abruptly-- 
 and i 'm whining, 'cause i wanted to spend more time with these characters-- 
 the acting, writing, and production values are as high as, if not higher than, comparable american dramas. 
 this father- and- son delight-- sverak also wrote the script, while his son, jan, directed-- won a golden globe for best foreign language film and, a couple days after i saw it, walked away an oscar. in czech and russian, with english subtitles. 
",positive,"The review is positive because the reviewer praises the film for its richness, high acting, writing, and production values. The reviewer also appreciates the delightful father-and-son script and direction, and the film's recognition with a Golden Globe and an Oscar."
"the ads for"" batman and robin"" scream"" the event of the summer is here"" and that 's the problem. 
 the producers were apparently so intent on creating a spectacle that they forgot to put an actual movie inside of it. 
"" batman and robin"" is 126 minutes of lavish sets, flashy costumes and big, confusing fight scenes with barely a hint of substance. 
 it 's like one of those cheesy kings island stage shows; bright, busy and visually diverting, but not very much fun. 
 it was n't always this way. 
 tim burton 's"" batman"" was an epic story of obsession and duality, of darkness and revenge. 
 the film, while far from perfect, was a striking mood piece with an otherworldly feel. 
 batman was a creepy, brooding creature of the night. 
 the joker, brilliantly overplayed by jack nicholson, was at once charismatic and repellent. 
 batman and the joker were opposite sides of the same coin, battling inner demons and one another over gotham city 's breathtaking gothic skyline. 
 those days of the dark knight are gone, replaced by a psychedelic ice capades run amuck. 
"" batman and robin"" has far more in common with the campy 60 's batman tv show than with tim burton 's tale of darkness. 
 the blame lies with director joel schumacher. 
 a former window- dresser, schumacher is adept at decorating sets and dressing people in exotic costumes. 
 unfortunately, when it comes time to have those people walk and talk, he has n't the faintest notion of what to do. 
"" batman and robin"" is overstuffed with intricately choreographed fight scenes so poorly edited that it 's often difficult to tell who 's whacking who. 
 while the characters flail at each other, one- liners and bad puns are tossed about like confetti. 
 a few carefully placed jokes can set an action movie sailing, but too many wisecracks can undermine the momentum of a film. 
"" batman and robin"" does n't merely lose momentum, it stalls out completely on several occasions",negative,"The review is negative because the reviewer criticizes the movie for its lack of substance, confusing fight scenes, and poorly edited scenes. The reviewer also mentions that the movie is overstuffed with fight scenes and bad puns, and loses momentum."
"like the wonderful 1990 drama,"" awakenings,"" starring robin williams and robert de niro,"" at first sight,"" directed by irwin winkler, is inspired by a true story documented by physicfirst sight,"" directed by irwin winkler, is inspired by a true story documented by physician oliver sacks. 
 since"" awakenings"" was so very good, and made my top ten list the year it was released,"" at first sight"" is not quite as strong since it is not directed with as sure a hand as penny marshall, but is still an intelligent and vibrantly- acted drama. 
 the film begins as amy( mira sorvino), a stressed- out new york architect, decides to take some time off and travel upstate to the country. 
 at the hotel she is staying at, she makes a massage appointment and after a long, soothing session which ends with her crying as a release of emotions, she strikes up a conversation with the handsome masseur virgil( val kilmer), only to find out later that he is actually blind. 
 amy does n't really care if he has a handicap or not, and begins to spend time with him more and more until they finally start to fall in love. 
 once she has returned to new york, amy begins to research on virgil 's certain type of retinal blindness, which he has had since three years of age, and out of a stroke of luck, comes into contact with a doctor( bruce davison) who believes he can repair virgil 's sight, even though there have only been thirty similar cases in history. 
 at first reluctant, virgil finally travels with amy to nyc and agrees to the surgery, much to the hesitance of his overbearing, but loving older sister( kelly mcgillis). 
 ultimately, the surgery is a success, but problems arise since virgil can not relate to what he sees, since he has never visually seen anything before, only touched objects. 
 he moves into amy 's apartment 
 and she is eager to stand by him, but virgil 's maladjustment",positive,"The review is positive because the reviewer praises the movie for its intelligent and vibrant acting. The reviewer also appreciates the film's story, the performances of the actors, and the research done for the film."
"rated: r for strong language, sexual dialogue, drug use, crude humor, violence and brief nudity. 
 starring: ben affleck, matt damon, linda fiorentino, salma hayek, alan rickman, chris rock, kevin smith, jason mewes, jason lee, george carlin, alanis morissette. 
 running time: 130 minutes being a huge fan of kevin smith, i was expecting a lot out of his newest project' dogma'. 
 it might just be kevin 's best work to date. 
 it 's very funny with smart and foul- mouthed dialogue while unexpectedly it has a serious undertone to it and besides going against god and jesus christ, it actually tries to tell people that there is such a thing rather than that there is n't. 
 in 1994 a little$ 27, 000 movie premiered at sundance. 
 this little film was called' clerks' and this little film went on to become a huge video sensation. 
 you really ca n't meet a person on this green earth who has not seen' clerks'. 
 it was hailed by critics as one of the best movies of the year and soon a sequel is coming. 
 in 1995 kevin made another movie' mallrats' that flopped horribly, thought it was not the best movie ever made it was a pretty good little flick. 
 it was panned by critics but hailed by audiences and in 1997' chasing amy' came out and was kevin 's biggest success to date. 
 now in 1999 we get a great little movie by the name of' dogma'. 
 wow! 
 what a cast. 
 ok here is the plot in this movie: linda fiorentino plays a regular woman who works at an abortion clinic. 
 one day at her house metatron( the voice of god) appears at her house much to her surprise and tells her that she must stop two fallen angels( matt damon and ben affleck) from getting back into heaven by ways of a church. 
 ok now get this, she is told to find two prophets: one who talks a lot",positive,"The review is positive because the reviewer praises the movie 'Dogma' for its humor, smart dialogue, and serious undertones. The reviewer also appreciates the cast and the plot of the movie."
"there is a scene early in jakob the liar that hints at how much better it could have been. 
 the scene is set in a jewish ghetto in poland circa 1944, where a one- time cafe proprietor named jakob heym is walking resolutely through the streets, fists stuffed into coat pockets. 
 to one side of him, residents scavenge for food in the street; to the other side, german troops beat a group of jews. 
 jakob, however, never stops moving. 
 it 's an efficient, effective set- up for the character, who is clearly nobody 's idea of a hero at the outset. 
 he is a man who has responded to the horror of his surroundings by withdrawing from them, excising his moral peripheral vision. 
 the set- up is critical because fate will turn jakob into a reluctant savior. 
 after a visit to a german commandant 's office and a moment alone with a turned- on radio, jakob learns that russian troops are quite near. 
 when he brings this first news of the war in years to his fellow jews, they become convinced that he must have a radio, which is a punishable offense in the ghetto. 
 the good news brings hope to the ghetto; the everyday specter of suicide vanishes. 
 a private man of limited creativity finds himself burdened with creating stories of russian military progress just to keep his neighbors alive. 
 this promising story of an ordinary person doing the extraordinary is burdened from the outset by casting: the"" ordinary person"" in question, jakob heym, is played by robin williams. 
 i am of the depressing opinion that williams is growing less assured as an actor in his"" serious"" roles with every passing year. compare his dramatic scenes in the world according to garp and moscow on the hudson with what dreams may come or patch adams, and see how much more mannered he has become( or, at the very least, how much less sensible at choosing material). 
 jakob the liar depends on the notion that jakob has to struggle to craft his fictions",negative,The review is negative because the reviewer criticizes the casting of Robin Williams in the movie 'Jakob the Liar'. The reviewer also expresses dissatisfaction with Williams' acting skills and the material he chooses for his roles.
"the caveman 's valentine starring samuel 
 l. 
 jackson, ann magnuson, aunjanue ellis, tamara tunie screenplay by george 
 dawes green, based on his novel directed by kasi lemmons 
* 
** for more film, dvd and books about movie reviews, plus annual coverage of the toronto international film festival, visit_ film freak 
 central_- http: 
 //filmfreakcentral. 
 net 
| now with search engine* 
** a strange mixture of_ shine_, 
_ basquiat_, 
_ angel heart_, and grant morrison& dave mckean 's graphic novel"" arkham asylum"" 
,_ the caveman 's valentine_ is a feverish tale of a homeless madman- cum- detective who, on the morning of february 14th, discovers a"" valentine"" just outside his new york cave: one of ella fitzgerald 's strange fruit, stuck in the crotch of a tree -- a young male model murdered and frozen to a branch. 
 believing at first that his imagined nemesis stuyvesant, shooting evil rays into his mind from atop the chrysler building, is responsible for the murder, romulus( samuel l. 
 jackson) is put on the trail of an avant- garde photographer in the mapplethorpe mould, david leppenraub( colm feore). 
 his minor sleuthing interrupted by the occasional delusional fit and bouts with an ecstasy of creation( romulus was a brilliant julliard- trained pianist prior to his psychosis), romulus uncovers clues and harasses suspects on his way to convincing his police- woman daughter( aunjanue ellis) that even though he 's a nut, that does n't mean that he ca n't solve a high- profile society murder. 
 every moment an exhausting workshop of ideas, and every character the same, 
_ 
 the caveman 's valentine_ is a concept so"" high concept"" that it suddenly became clear to me that the film fits into the comic book genre of entertainment, with romulus 's"" caveman"" a slightly more mundane version of todd mcfarlane 's urban noir hero, spawn. 
 with a long- vanished wife(",positive,The review is positive because the reviewer appreciates the unique blend of different genres in the movie 'The Caveman's Valentine'. The reviewer also praises the performances of the actors and the intriguing plot of the movie.
"once upon a time a solitary ogre named shrek( mike myers) was really annoyed to discover that his swamp had been invaded by three blind mice, seven dwarves and all the other fairy tale characters in the land, banished from their home by lord farquaad( john lithgow). 
 unwittingly befriended by a non- stop talking donkey( eddie murphy), shrek travels to dulloc to speak with farquaad, where he stumbles into a joust and comes up the winner. 
 his prize? to save princess fiona( cameron diaz) from a tower surrounded by molten flame and protected by a dragon so she can become farquaad 's bride. 
 the ogre agrees to the task in return for getting his solitary lifestyle back in"" shrek. 
"" 
 it took four writers( ted elliott and terry rossio("" the road to el dorado""), roger s. 
 h. 
 schulman("" balto"") and joe stillman( 
"" beavis and butthead do america"")) to adapt william steig 's children 's book. 
 the bad news? 
 they 've genericized an already simple plotline while heavily under the influence of william goldman 's"" the princess bride. 
"" 
 the good news? 
 there 's so much wacky humor culled from both fairy tales and popular culture that this movie should keep you in stitches. 
 we get our first inkling that we 're in for a real treat as one of farquaad 's men, 
 intent on rounding up magical creatures offers' five schillings for the possessed boy!' 
 after observing dreamworks' rendition of disney 's animated pinocchio. 
 meanwhile within the castle walls, a gingerbread man being tortured by farquaad spits icing and yells' eat me!' before breaking down and solemnly asking' do you know the muffin man?' 
 shrek, a green giant with bobbly antennae- like ears, is a grumpy recluse who really yearns to fit in( although who could put up with his habit of making candles from his own ear wax?). 
 donkey is a hyperactive, endearingly stunted creature who can",positive,The review is positive because the reviewer enjoys the humor and the plot of the movie 'Shrek'. The reviewer also appreciates the characters and the performances of the actors in the movie.
"tv 's buffy finds herself on the other side of the supernatural spectrum in"" simply irresistible. 
"" 
 sarah michelle gellar 
, that never- ceasing crusader against never- ending evil every tuesday night on the wb network, here plays a down- on- her- luck chef suspected of dabbling in witchcraft after her flailing restaurant receives help in the form of magically scrumptious meals. 
 taste test results: some vampire slaying, though out of place, would have really livened this 
 excruciating movie up. 
"" 
 simply irresistible"" is actually quite easy to deny, a disaster of culinary and other proportions pretty much from the opening on. 
 gellar 's amanda finds herself falling for harried henri bendel exec tom( sean patrick flannery of powder) around the same time she discovers an uncanny ability to mystically manifest emotions in her cooking, a secret ingredient that arouses both his interest in her and the public 's in her tiny tribeca eatery. 
 all this love and sorcery have a lot to do with the telekinetic crab that also figures into the story, a tale that at times plays like an american spin on 1993 's mexican classic"" like water for chocolate. 
"" 
 several differences: one,"" like water"" did n't have a telekinetic crab, and two,"" like water"" was a good film. 
"" 
 simply irresistible,"" on the other hand, is about as challenging as an easy- bake oven. 
 amateurishly staged scenes cancel each other out in their badness, from an embarrassing seduction in a literal vanilla fog to an impromptu dance sequence where tom and amanda do their best fred and ginger- though fred and ginger never took part in anything this garish. 
 the intrusive musical score distracts from the flat dialogue at regular intervals, but 
 it 's not like you 're were going to miss much. 
 in fact, take away the few instances of salty language and this has made- for- disney channel written all over it. 
 but a majority of"" simply irresistible"" 's resistibility factor has less to do with the",negative,The review is negative because the reviewer criticizes the movie 'Simply Irresistible' for its poor plot and amateurish scenes. The reviewer also finds the musical score distracting and the dialogue flat.
"-- comedy, rated pg, runs about 1: 40 -- starring: john goodman, kathy moriarty, and a bunch of teenagers -- directed by joe dante and written by charles hass -- summary: lawrence woolsley( john goodman) brings his new horror film mant! 
 to premiere in key west during the height of the cuban missile crisis. 
 he hopes to capitalize on the tense moment by providing an escape for the town. 
 we see most of the events through the stories of four teenagers and how life affects them. 
 quick and easy review: i really enjoyed matinee. 
 the mixture of comedy and tension blended nicely. 
 unlike many comedies this film tries, and succeeds, in getting past the stage of doing anything for a laugh. 
 the makers of the film also cared about telling an intelligent story. 
 the performances of all the principals are right on the mark, particularly john goodman as the schlock master. 
 so i would definitely recommend this film to anyone looking for a light hearted, yet interesting way to spend a couple of hours. 
 longer, more detailed review:[ beware of spoilers] the primary reason 
 i enjoyed this film was, that while being a comedy, the film also had an intelligent story to tell. 
 too many comedies today subscribe to the the notion that a comedy need only make you laugh. 
 you watch the movie, laugh a lot, leave the theatre and take nothing with you. 
 matinee is not like that. 
 i left the picture thinking about what i would do faced with the cuban missile crisis. 
 i found myself wondering what would happen to the characters of the film. 
 but most importantly, i found myself caring about what would happen to the characters. 
 the comedy of the film centers around goodman, his character, and the film he brings to key west. 
 i believe that goodman is one of the finest comedic actors in the business today. 
 he is highly expressive both physically and vocally. 
 i felt he at least deserved an oscar nomination for",positive,The review is positive because the reviewer enjoys the blend of comedy and tension in the movie 'Matinee'. The reviewer also appreciates the performances of the actors and the intelligent story of the movie.
"what is freedom? 
 how does one determine who is free? 
 in 1839, those questions were more difficult to answer then they are now. 
 yet, the mistakes of our forefathers must be examined in order to rectify current situations. 
 that is, in essence, what steven spielberg 's gripping drama"" amistad"" is about. 
 through its various dramas, spielberg presents a case about a group of africans, who, after being seized from their home, were forced onto a ship and sent to the united states aboard"" la amistad"". 
 on their way there, the slaves, led by cinque( djimon hounsou), rebelled, killing off part of the crew. 
 however, the ship was still directed towards the united states, where the africans were brought to trial under murder. 
 in the court, various factions claim ownership of the slaves, and therefore try to seize them away. 
 the united states government, led by president martin van buren( nigel hawthorne), and secretary of state secretary forsyth( david paymer), try to ship the africans to spain, where an 11 year old isabella ii( anna paquin) wants them back. 
 the two spaniards who own"" la amistad"" want the slaves for themselves. 
 the american ship that found the slaves also wants them. 
 in the midst of this are two abolitionists( stellan skaarsgard and morgan freeman), who want the slaves to be free. 
 they enlist the help of lawyer matthew mcconaughey, who tries to free them. 
 through various legal proceedings, the case appears before the supreme court, where it is argued by ex- president john quincy adams( anthony hopkins). 
 the film itself is a visual wonder. 
 spielberg favorite janusz kaminski sets the film in a dark, somber mood when appropriate, and a visual setting when appropriate as well. 
 at times, the film is very slow, and very methodical. 
 however, spielberg is not at his finest here, because the courtroom scenes have a tendency to lag. 
 the",positive,"The review is positive because the reviewer appreciates the visual aspects and the plot of the movie 'Amistad'. However, the reviewer also notes that the movie can be slow and methodical at times."
"ever since wargames, the first real computer hacking movie, hollywood has attempted to produce more and more films about hacking. 
 these films usually show the audience a look into computers that really is not impossible and is usually ridiculous. 
 if it 's not this, the exaggeration about what is real is usually greater than you would expect. 
 hackers is guilty of all of these crimes. 
 to anyone familiar with computers and/or the internet, most of the movie is so incredibly stupid that you ca n't take it anymore. 
 those of you who frequent one of the greatest sites on the world wide web, the internet movie database, are probably aware of the section for movies entitled"" goofs"". 
 this is the section for mistakes in the movies. 
 well, imdb sums up hackers extremely well with the first goof listed: 
"" generally ill- informed and ridiculous to the extreme 
 regarding the capabilities of computers and technology"". 
 and truthfully, this is one- hundred percent correct. 
 the plot, obviously, centers around computer hacking. 
 more specifically, it follows the exploits of dade murphy, a young computer hacker played by jonny lee miller. 
 miller should be extremely thankful for the film trainspotting, because if it were not for that, who knows where his career would be now after hackers. 
 the film opens with a young dade murphy being arrested for hacking computer systems. 
 he was forbidden to use a computer until he turned eighteen years old. 
 the film then picks up at that point, an eighteen year old dade murphy hacking away at the computer. 
 dade later meets up with fellow hackers acid burn( angelina jolie), cereal killer( matthew lillard), lord nikon( laurence mason), and the phantom phreak( renoly santiago), who are basically trying to do what is next to impossible: hack the gibson computer and not get caught by the fbi. 
 oh, 
 and as a little sub- plot, dade also tries to woo acid burn, the only female hacker in the film",negative,The review is negative because the reviewer criticizes the movie 'Hackers' for its unrealistic portrayal of computer hacking. The reviewer also criticizes the performances of the actors and the plot of the movie.
"movies based on video games, such as street fighter or mario bros., have never generated much interest at the box office. 
 but when the first mortal kombat movie came out in 1995, it did surprisingly well. 
 with a simple story, a pulsating soundtrack, and lots of awesomely choreographed fight scenes, the movie moved quickly and displayed lots of energy. 
 it got my vote for' the movie where i expected the least and got the most'. 
 and, if you have n't had the opportunity, i would definitely recommend that you see it on video. 
 in the world of mortal kombat, based on the popular arcade game, dark forces from outworld try to infiltrate earth 's realm with the ulimate goal of total conquest and the destruction of humanity. 
 the mortal kombat refers to a competition, fought by human mortals against outworld 's minions, which if won, will guarantee earth 's safety for another generation. 
 mk2 picks up almost immediately after the humans return victoriously from competition. 
 despite their victory, however, a gateway has somehow opened, and outworld continues in its quest to conquer earth. 
 outworld 's warriors include an impressive collection of fighters, including shao kahn, mintoro( a centaur), sheeva( a four- armed ogre), and sindel. 
 earth 's mortal warriors, under the leadership of the benevolent god, lord rayden, includes liu kang, princess kitana, sonya blade and jax, who must fight against outworld 's forces. 
 it 's an easy enough premise, but unfortunately( very unfortunately), the writers try to do too much with the movie 
. 
 it is only a video game, after all, but the on- screen version tries to go beyond it 's comic book boundaries by adding depth, a conceptualization of self- worth, and worst of all, a love story. 
 this becomes very awkward, because all of the players are fighters and nothing more. 
 they are likable and impressive when they are showcasing their martial arts and fighting skills, but look extremely awkward",negative,"The review is negative because the reviewer criticizes the movie for trying to add depth and a love story to a video game adaptation, which they found awkward and unnecessary. They also felt that the writers tried to do too much with the movie."
"synopsis: 
 nice girl susanne has sex with her boyfriend daniel in his car, visits daniel 's rich family during thanksgiving at their mansion in the middle of nowhere, and has sex with daniel again in the basement. 
 susanne and daniel must then decide where to hide from evil art thieves who shoot everyone else in the mansion to steal paintings. brace yourself for one of those painfully obvious"" surprise endings. 
"" comments: thanksgiving. 
 for most, it 's a time to be with your loved ones and enjoy a good, home- cooked meal. 
 for the makers of body count, however, thanksgiving is a time for multiple murders, violence, profanity, family dysfunction, and sex. 
 boy, do i feel all the more better having sat through this crap. 
 alyssa milano, the former child star of who 's the boss?, matures to made- for- video sludge like this movie. 
 someone somewhere thought it 'd be a great idea to pair her with rapper ice- t, who has since guest- starred in the made- for- the- sci- fi- channel series welcome to paradox. 
 this is n't exactly a winning combination. 
 outside of permanently ruining a holiday for me, what else may be said for this turkey? 
 well, it teaches us that beautiful, attractive women who look strikingly like alyssa milano fall in love with nerds who drive down long winding roads with their eyes closed and complain about being english teachers. 
 it presents us with a heartwarming thanksgiving dinner attended by alcoholic, stuck- up rich white people waited on by black servants. 
 it shows us that old guys, try not to laugh, sit around and talk about"" the appeal of postmodernism"" during their free time. 
 and, it proves that you can have sex in your parents' basement when they have a dozen or so guests over, and no one will notice. 
 before i go any further, if any young male reading this has hopes of seeing alyssa naked, forget it. 
 the",negative,"The review is negative because the reviewer criticizes the movie for its plot, characters, and overall execution. They found the movie to be painfully obvious and filled with cliches, and they were particularly disappointed with the performances of the actors."
